Gene,p_value,log2FC,adj_p_value
AMPD1,6.020905673552969e-14,-3.119591817719214,5.961719777258697e-13
SYCP1,7.375715265225519e-08,-1.699619953876915,3.0918410620381994e-07
TSHB,2.9839336207456675e-14,-1.2403063866593882,3.103913813571036e-13
TSPAN2,1.6823186311649916e-13,-1.3985250709428723,1.5630521616622015e-12
NGF-AS1,1.0290972107640308e-22,-3.9439967917957977,6.731611012172177e-21
CASQ2,2.0370105068216573e-22,-3.4471326746304474,1.2097934982699078e-20
LINC01649,3.755511421177068e-07,1.3080488400613572,1.4145821935918476e-06
TBX15,1.0897704205058059e-18,-2.3567579987702363,2.356831068210854e-17
WARS2-IT1,1.765888542916993e-20,-2.396117558729603,5.356655825674801e-19
HSD3BP2,5.737582831327426e-08,-2.21692436330228,2.440260664275069e-07
HSD3BP1,6.264277353595881e-08,-1.228508840695556,2.6499859319791177e-07
HSD3B1,5.724984871547964e-07,-1.1250914516647383,2.09738902132915e-06
HSD3BP4,6.030063132654565e-13,-1.4147268774514323,5.162355585130176e-12
HSD3BP5,9.317719437435063e-11,-1.4955436119254526,5.880674987059083e-10
PHGDH,1.2231479808401238e-07,-1.0461861222313953,4.953010437970582e-07
HMGCS2,1.0874916514380754e-05,-2.329160939686977,3.301615936398049e-05
REG4,8.308037729528202e-06,1.083902430364499,2.573894650046226e-05
AC244669.2,7.295174082966385e-10,-1.4804524290018932,4.02355356368529e-09
AC244669.1,5.582412910584051e-08,-1.0855476054122617,2.3782711650782942e-07
AC241952.1,2.3695412338698525e-11,-1.285363415503876,1.6409582134135453e-10
NBPF26,4.169786286286505e-06,-1.1498810463020845,1.352805257896309e-05
AC241377.4,5.3161664289746686e-08,-1.127473739993626,2.2712294115170515e-07
FCGR1B,1.8948397435894218e-09,1.0848978194443735,9.88228593344888e-09
AC244453.3,3.0181401319670936e-10,-1.261159997311825,1.7667548587035814e-09
H2BP1,1.1208202653266856e-10,-1.4256826519967647,7.00147562740935e-10
FAM72B,2.941993006666768e-13,1.8140936338742426,2.63727912744372e-12
LINC02798,1.2169423089027688e-12,-1.6520875910402015,9.974133955287485e-12
AL592494.2,2.7395286141942963e-06,1.4663703513811444,9.103147107687889e-06
AC239859.5,1.2584578620713883e-08,-1.1589155340619057,5.853946581686534e-08
AC239800.2,7.1120768385536425e-09,-1.9086974371397023,3.410951916765679e-08
FCGR1CP,2.8793079032602436e-10,1.5061680949899978,1.6901876554258908e-09
FAM72C,4.600059799890449e-16,2.0880589873502546,6.3399805262391136e-15
LINC02802,1.8631054101218724e-10,-1.3961707854550625,1.125909951234302e-09
LINC01632,3.396215854402973e-12,-1.2851012693735668,2.6352853773746813e-11
FAM72D,7.847791644059496e-20,2.515485433370184,2.0961019797398404e-18
ANKRD35,6.694667194363616e-19,-1.9691002918491982,1.521931724605808e-17
ITGA10,1.2284480653637028e-06,-1.1319206836799358,4.29327692420272e-06
LIX1L,3.066616097368266e-15,-1.1997634509050723,3.687935902583224e-14
TXNIP,3.5149886651613406e-24,-2.3868168280367854,4.226243831883194e-22
LINC02804,1.4103040923326456e-08,1.2368172684357157,6.513090744178346e-08
AC245100.3,2.265211685629802e-05,1.0769403711715557,6.555060160570226e-05
AC245100.6,1.499967762762025e-09,-1.3679234488325593,7.936543594139277e-09
RNVU1-1,5.8058184829538524e-09,-1.2346295144630934,2.8209053139627222e-08
NOTCH2NLC,1.3705267817008072e-07,-1.0192130622594036,5.516188239121825e-07
NBPF19,1.3801643421144899e-07,-1.1118686841739291,5.55261783442152e-07
FCGR1A,4.978584651171594e-16,1.9152015534534774,6.7998166274241955e-15
H2BC18,2.2629084416657878e-12,2.186405752922653,1.7877637530173142e-11
AC243772.2,4.070772122971715e-11,1.720622516361764,2.7278206543777553e-10
H3C13,1.2783663153399537e-08,1.362768726475233,5.938531316961291e-08
H4C14,8.273342514480666e-16,2.213358043582434,1.0872469618093016e-14
H2AC18,2.2803023647079846e-12,1.7031072922771913,1.800003579844731e-11
H2BC19P,5.063906156449942e-12,1.4110911865492817,3.8465780539387305e-11
H2BC20P,4.3152889797025384e-14,1.6224278318446324,4.3664775532261273e-13
H2AC19,1.5207923192892677e-08,1.48514068346426,6.9901078034905e-08
H2BC21,5.3499095957930626e-14,1.875715625270896,5.333573993973847e-13
H2AC20,2.465592928207364e-20,2.247661278128374,7.284069735868454e-19
H2AC21,6.671784559956502e-13,1.471666068494438,5.670717424232329e-12
ECM1,0.00015448528153221266,1.1795928663642758,0.0003887513529756805
ADAMTSL4-AS2,1.0306185188440392e-13,-1.5621786550244767,9.903885452485334e-13
ADAMTSL4,1.4085290049710297e-23,-2.3663014324381475,1.2522682519782344e-21
ADAMTSL4-AS1,9.888160531578636e-09,-1.1290759941646824,4.666718903090458e-08
RN7SL473P,2.1962690615325583e-12,-1.4045514117452786,1.7369282613590335e-11
RN7SL600P,2.4258109791960016e-13,-1.4725202615682076,2.2027131389611453e-12
ANXA9,1.273252430293208e-08,1.1213868563625073,5.917031009174819e-08
MLLT11,7.836851758850649e-11,1.1636503518352468,5.04440726571566e-10
RFX5-AS1,6.9630450695223446e-09,1.00293322914494,3.34540617738284e-08
CGN,5.8063837485608826e-05,1.5384163615398592,0.00015682891675734506
TUFT1,1.4494003276082295e-17,1.262616448358882,2.574793058528803e-16
CELF3,1.0573534922378222e-08,1.5257935307352457,4.9771571172029926e-08
RIIAD1,5.509440124636026e-13,2.302737497182675,4.7510140091180525e-12
AL589765.4,5.685910547189743e-12,1.0880354115372595,4.293225200643229e-11
TDRKH-AS1,3.5302669812150435e-16,1.2407737738557971,4.963078383316205e-15
AL589765.6,9.39242246000014e-10,1.3310727411611045,5.107374131371791e-09
C2CD4D,1.1641616868747103e-08,1.158165387414913,5.442046374807798e-08
S100A11,1.3145941096232987e-13,1.0430771765956734,1.239455745777267e-12
FLG-AS1,4.264888399856578e-19,-2.0981214056556183,9.977046526014084e-18
HRNR,6.541836816594907e-18,-2.284020330217047,1.2375900479106668e-16
FLG,9.264155819070312e-16,-2.3786044890560123,1.209064912100169e-14
FLG2,3.9294967175463166e-11,-1.2042487734664657,2.638754586531014e-10
IVL,0.012661251216971908,1.0608035281881751,0.02237250296685612
SPRR2F,4.305200688050236e-09,-1.6031193115079225,2.1308830483431082e-08
S100A12,3.1994062401086756e-06,-1.258256324910624,1.0546067183453088e-05
BX470102.1,1.1061459892536702e-08,-1.2798737938293945,5.189418208471882e-08
S100A16,4.374379927668408e-12,1.0000695470956664,3.345623291205842e-11
S100A14,7.217389675786929e-19,2.9210703348322795,1.6280608492004416e-17
NPR1,2.138350315097225e-26,-3.5464561370335623,1.6528138741631082e-23
SLC39A1,1.3016824017500681e-13,1.1312883137055758,1.230037906284483e-12
CREB3L4,2.8063354431638552e-14,1.7794667702115952,2.9264082757265376e-13
JTB,9.73011976927957e-20,1.279411709144929,2.5467764764457113e-18
TPM3,5.2120889129690475e-19,1.1338415664586918,1.2007460796215919e-17
IL6R,3.438201812934107e-14,-1.4683789879925886,3.53566265172594e-13
SHE,1.7356129371738928e-22,-2.4007683260657213,1.0551300863968543e-20
TDRD10,4.770372239751093e-22,-2.5137117614111224,2.498936074804051e-20
CHRNB2,5.230327207837662e-07,-1.4188954545621177,1.9267912914078745e-06
FLAD1,7.56737536140836e-23,1.0964892262466623,5.182762648064742e-21
DCST1-AS1,8.529177733362352e-11,1.0900691985805144,5.40914396305033e-10
EFNA4,1.149426611643441e-11,1.2327362010621812,8.316105694932871e-11
EFNA3,2.2907074614593563e-11,1.6282390765084598,1.588688049721876e-10
SLC50A1,9.316569987417905e-26,1.9038923260507463,3.2302547058510225e-23
TRIM46,1.0187486220249208e-08,1.3497941811744578,4.800806931762081e-08
MUC1,1.6725835327103344e-12,2.3830117187449282,1.3455273729369414e-11
RUSC1,2.735762161788095e-26,1.4926423243556304,1.7578289207931663e-23
LAMTOR2,3.9920212742972354e-23,1.394900833904794,2.976456738710825e-21
RAB25,1.925127045922287e-17,2.304216885524111,3.3507473224844066e-16
MEX3A,1.0780598112035883e-07,1.6578473553493644,4.408684143646326e-07
PAQR6,1.7171052651216397e-07,1.3012574456581047,6.813372950363225e-07
TMEM79,9.319018893387159e-21,1.392069835632297,2.9835039862057926e-19
CCT3,1.5349846714445456e-21,1.1364082084807041,5.914141347537205e-20
TSACC,1.3495886309318216e-18,1.5164760973173017,2.8587427185633e-17
RHBG,3.534119464655999e-15,2.583183751187599,4.211807445071785e-14
IQGAP3,2.215950167015391e-25,3.6364039896292493,5.560553803538151e-23
NAXE,8.691636186073358e-24,1.2949296676473843,8.462391488723454e-22
NES,1.6748756696829407e-16,-1.434337698212902,2.4983946874191294e-15
AL590666.3,1.0138636976502952e-09,1.2676966298532426,5.490287916043364e-09
AL590666.4,3.429714295366404e-09,1.3692151337372773,1.7259766040753017e-08
CRABP2,1.0254993187009563e-13,1.9385828718901053,9.857807410274116e-13
MRPL24,3.291209041688646e-17,1.0440909249173895,5.479175878897397e-16
HDGF,4.623033445056067e-21,1.1405823394904289,1.5845499429688098e-19
PEAR1,1.9790873310435013e-24,-2.499674645653906,2.676998341997913e-22
KRT8P45,1.4808396273862368e-10,1.9368060949051538,9.082642922692525e-10
ETV3L,1.9899692046426052e-11,-2.5933477385189203,1.3920962995314744e-10
FCRL4,9.440521746187213e-13,1.9336191135519374,7.853070955745541e-12
KIRREL1,2.0406748406733827e-21,-1.795660824563269,7.599657710488073e-20
AL138899.2,3.113639303536515e-08,-1.0765710103526256,1.372509019810777e-07
AL138899.1,1.0718101008853037e-07,-1.0534479863136836,4.3851934493820883e-07
CD1A,0.003844160506752598,1.2916851003929284,0.007563310910792097
CD1C,8.084602445837097e-07,-1.53421742209117,2.900684284138255e-06
SPTA1,2.4474253679655463e-09,-1.5045481390365625,1.256864927272232e-08
RAD1P2,2.516067865087566e-11,-1.361675682829694,1.733240347805138e-10
CADM3,7.9861072977103025e-19,-3.5124853566867777,1.7834070034992926e-17
CADM3-AS1,6.688862877013954e-24,-4.13094090340431,6.9788978678795185e-22
ACKR1,1.1324119479985766e-19,-4.086558920441197,2.9219232054154756e-18
FCER1A,6.368824874447737e-14,-2.2409225554369723,6.289775053320302e-13
FCRL6,6.258411964729596e-07,-1.053485093114043,2.281777962573823e-06
SLAMF8,2.82799129394232e-05,1.0280715184903846,8.034456699930344e-05
CFAP45,2.1459738730067872e-17,2.0880645674361125,3.7011208773342013e-16
AL590560.4,1.5993557515131918e-10,-1.2375814944542538,9.76527482392562e-10
IGSF9,4.476186850020063e-16,2.2735284531083035,6.187266451009484e-15
LINC01133,1.4907564053816747e-09,-2.228347049438634,7.894233758986457e-09
KCNJ10,1.446786811900057e-08,1.379674245714443,6.67100118260321e-08
ATP1A2,8.170956248962603e-25,-5.2852690044838235,1.4130903971379437e-22
CD244,5.997093465144381e-07,-1.0671276445268978,2.190713308324567e-06
TSTD1,7.180520967760679e-16,1.305913344384205,9.532248550051453e-15
NECTIN4,6.54907701326293e-07,1.545854391830602,2.380419796548179e-06
KLHDC9,2.098216781125473e-10,1.0731433744093977,1.2579907938427376e-09
PFDN2,2.0661226202872846e-17,1.1171687816817446,3.571889774026618e-16
B4GALT3,1.5727294899433363e-18,1.0717740087762628,3.2945551273293094e-17
ADAMTS4,9.812323126794396e-07,1.1421957359177188,3.4816242628724375e-06
PCP4L1,4.6365682436407194e-08,-1.5638329523213548,1.998468028447122e-07
MPZ,2.240292461684145e-17,-2.0964379344146895,3.8497657302098595e-16
HSPA6,4.525227677773441e-12,1.3427049820556016,3.455412763467567e-11
FCGR3A,1.0029634083469684e-07,1.0916833418975411,4.1210404177416454e-07
FCRLB,3.990096858468871e-10,1.4162811147854368,2.289364163272989e-09
AL359541.1,7.972395365151586e-15,-1.3604960984381493,8.991855332333269e-14
AL512785.1,1.7033023709898598e-11,-1.6926680794133309,1.2033365789753767e-10
SH2D1B,6.314591288864413e-09,-1.3156419275476194,3.052831637406826e-08
DDR2,1.0661375832450045e-22,-2.871105742282472,6.949895839556162e-21
HSD17B7,2.817553215784186e-16,1.2505715282128786,4.043241801512814e-15
RGS4,7.614327049852959e-09,1.406298202526978,3.641565025238129e-08
NUF2,1.4596876070799582e-25,3.590767545082895,4.2201685824844536e-23
LMX1A,1.99227471726249e-16,-2.923593535698068,2.924628396961223e-15
RXRG,1.960425657367815e-17,-2.7993074539798943,3.4059248324380105e-16
FAM78B-AS1,2.499463851310943e-09,-1.0298765400445675,1.2827194296009575e-08
ILDR2,6.406332933559004e-13,1.6677312377738254,5.459798684194728e-12
AL451050.2,2.188515441840835e-09,1.258941089489034,1.1309569360660362e-08
AL359962.3,1.3855318120522038e-10,-1.329044778627103,8.532623064986206e-10
AL359962.2,7.182545685955573e-12,-1.39440566435928,5.345485071917496e-11
RCSD1,1.882302303278213e-12,-1.2648410480251115,1.502746994822071e-11
DPT,4.20651442752099e-21,-3.612345907165551,1.4576169023598352e-19
SELP,5.683541322554702e-17,-3.003409487823027,9.10183695773517e-16
SELE,0.0009214287116489465,-1.245335573000908,0.0020286107670169275
METTL11B,5.237955647884588e-24,3.251120284413904,5.791510843375086e-22
BX284613.2,2.909231976599619e-11,-1.654605145828889,1.9878089821709174e-10
FMO3,9.563268295264916e-07,-1.0088476819350118,3.4009316752569336e-06
FMO6P,2.4942155787841478e-14,-2.024546859432581,2.6175095824569356e-13
FMO2,1.2749194653578189e-27,-4.7932050999889615,6.723959828910946e-24
AL021026.1,7.162356496105108e-12,-1.3148643908585074,5.3325553358263184e-11
FMO1,6.909790654138909e-10,-1.6170730009196896,3.828282785764439e-09
SRP14P4,6.152845824461146e-13,-1.1536147113654964,5.254405473633403e-12
MYOC,1.6338170837287834e-24,-6.6289479789188075,2.3431235533418734e-22
C1orf105,7.603375651905072e-10,1.3719282212642043,4.180752750294029e-09
TNFSF4,4.05878177087853e-13,1.5468932426900563,3.5616844483376606e-12
ANKRD45,9.705581474498961e-08,-1.0980851776654927,3.9994472066714574e-07
CENPL,9.773470824644574e-16,1.0714582785597244,1.2720289828611292e-14
TNN,3.9651046493953774e-13,-2.2879889360105743,3.4859418173444877e-12
TNR,2.131509614905071e-06,1.2518291232549195,7.191874846762999e-06
PAPPA2,1.3222004079624007e-21,-3.292033492595926,5.1732456871041285e-20
ASTN1,9.966422519050536e-20,-3.4445448229032998,2.6014354685494144e-18
LINC01645,2.481769922803311e-12,-1.54247862128312,1.9529306888895204e-11
AL136114.1,3.2896147579640776e-09,1.5152793296365752,1.6612115912417532e-08
CRYZL2P-SEC16B,2.0023937119267095e-11,-1.5247394076113734,1.4002706692302844e-10
CRYZL2P,1.6937180575843876e-10,-1.0383017621354753,1.0290295027135085e-09
AL449106.1,2.3164205034393463e-07,1.2327291625143428,9.01388165491234e-07
ANGPTL1,1.7860336921921727e-24,-3.8573961566433583,2.453686485965718e-22
AL160286.1,0.00011737434610204805,-1.044973864252463,0.0003015899582272027
FAM163A,5.20648626827522e-07,1.0264124549000884,1.9181951451814753e-06
AL353708.3,1.7091630707789496e-12,1.4037241596817207,1.3732041184277035e-11
OVAAL,3.79907513638483e-08,-1.1968208558074331,1.6557672234227738e-07
KIAA1614,7.679800687484093e-23,-1.6611573341663677,5.231373736427109e-21
AL355482.1,5.967110470744168e-07,-1.51642120945331,2.1801885198626724e-06
LINC01344,3.391276521680053e-07,1.464316402361153,1.287631147690329e-06
RGS8,3.817754074740531e-07,1.2238205525791344,1.4365982893862182e-06
KRT18P28,1.7895390453416332e-10,1.4247414480123155,1.0830457303174979e-09
LAMC1,1.2203468981338513e-13,-1.3185363655157776,1.1580911656206837e-12
LAMC1-AS1,1.9586296168147084e-19,-2.196451000163087,4.8707247608168265e-18
LAMC2,1.9895605892615266e-10,-1.6920190903928827,1.197023316246085e-09
NMNAT2,2.3257064393295906e-16,-2.830189879039337,3.3843209253573074e-15
AL354953.1,4.8197442764991176e-08,-1.511125811367728,2.0734097538406133e-07
RGL1,1.432425029632743e-23,-1.843499633870655,1.2679522895484769e-21
COLGALT2,1.949282723239165e-17,-2.159668406331173,3.391232607255863e-16
AL445228.2,3.2965186438628575e-07,1.084536814622266,1.2539153069967045e-06
NIBAN1,1.6833948797117071e-13,-1.5600130726898218,1.5630521616622015e-12
AL356273.3,7.78934772685185e-12,-1.2444305161480589,5.765365561985283e-11
HMCN1,3.9780430247521365e-06,-1.3552147305629152,1.2944067962383707e-05
PRG4,1.0983327765213727e-10,-3.1313408428653906,6.865531536222226e-10
PTGS2,2.0145754383659112e-18,-3.2002581992306505,4.146740769166876e-17
PLA2G4A,8.210416705925545e-23,-2.8360280706619854,5.494016295410319e-21
LINC01036,7.946633960019966e-08,-1.2776434134229366,3.3142915383966106e-07
RGS2,3.0175478574905996e-16,-2.2226577569629686,4.2997218794055294e-15
B3GALT2,5.626882516870307e-12,-1.4773549465616136,4.250349988909972e-11
KCNT2,8.702612856898189e-17,-2.1416793134921317,1.3580665815499052e-15
CFH,4.855732521897091e-12,-1.694937565804901,3.696603287122219e-11
ASPM,4.788125475906291e-22,3.4793440778683777,2.5047716060010342e-20
SEPTIN14P12,2.6761681976372435e-12,1.130841650410777,2.1002319585021333e-11
CRB1,5.675909547331256e-13,-1.7530706395512712,4.8867787723488066e-12
NR5A2,2.5526275828011953e-17,-1.6814605747901856,4.342044206018897e-16
AC097065.1,2.887209717869657e-05,-1.1177013748088647,8.189797847108701e-05
KIF14,1.4816232425522545e-21,3.1979724431827243,5.743602731670837e-20
TMEM9,7.625531253604303e-18,1.142779713533928,1.4227062596010314e-16
IGFN1,1.4823141336513424e-12,-2.2183113411710864,1.2016516587737787e-11
PKP1,1.185343117859759e-12,-2.9766431882057613,9.734785091794678e-12
TNNT2,5.46500472225226e-05,-1.1181004307227913,0.0001482857590412257
LAD1,2.893476730731883e-05,1.3786253391656587,8.204810302625819e-05
CSRP1,8.383135812553202e-13,-1.1123456183693126,7.011989526604239e-12
AL513217.1,1.2804597193434474e-08,-1.0548111926819117,5.944858548937904e-08
LMOD1,1.6701310340514555e-26,-2.8904837541041672,1.4917153918678605e-23
TIMM17A,2.098628566800958e-19,1.0882677527873614,5.181450999936081e-18
RNPEP,2.4675137221099507e-20,1.103341498332556,7.284069735868454e-19
GPR37L1,4.514534285324855e-06,1.121704601974197,1.4565420523246747e-05
LGR6,2.010128925955962e-10,-2.7129335432941373,1.2086303054716005e-09
UBE2T,2.1768623696842072e-25,3.1065507614549883,5.560553803538151e-23
PPP1R12B,1.2740498193843303e-25,-2.41954702170975,3.9551936769968956e-23
SYT2,3.284152948343527e-16,-1.470431818747354,4.641194356923983e-15
PCAT6,5.7426474944642795e-21,1.6924625255061967,1.923050673787269e-19
MGAT4EP,2.1117541245042913e-05,1.0825693101813938,6.139129237908776e-05
TUBA5P,3.1881593993762386e-17,2.252955115874907,5.333407645405285e-16
ACTG1P25,5.527535066454852e-15,1.942906691856399,6.386511992279166e-14
RABIF,7.189747709017071e-20,1.1792822722537384,1.938776732302179e-18
LINC01136,8.409202093294607e-15,1.7875640968044615,9.464788115347399e-14
FMOD,9.069570270784113e-15,-1.7287054869041079,1.0159742810874816e-13
PRELP,3.5413119562775683e-19,-2.689801629053516,8.409469987823832e-18
ATP2B4,5.704663595782639e-13,-1.3231381817529488,4.905958878898085e-12
ZBED6,2.3415251150794083e-05,-1.1878679096498135,6.761430482503622e-05
SNRPE,8.121434125654114e-19,1.147451989660075,1.8093599769119054e-17
AC096645.1,3.280735291304611e-05,-1.1519709542103327,9.225225957596766e-05
LINC00303,1.2566773199928565e-07,-1.068356776951335,5.080093587086077e-07
ETNK2,1.325704255294686e-07,1.1821119501358233,5.342596612580436e-07
KISS1,1.5510908057126293e-10,1.5563498817022263,9.493538005100214e-10
GOLT1A,1.2582375433239143e-11,1.9508464520007571,9.05634525196692e-11
LINC00628,2.6752889079973903e-07,1.1219338530315945,1.030971633104326e-06
AL512306.3,2.275420704277009e-06,-1.2730591808140148,7.640007424981157e-06
NFASC,6.048930071342854e-12,-1.8269848639697948,4.550242302873354e-11
AL391822.1,6.074486735473275e-10,-1.2629164539631705,3.3957949906909936e-09
CNTN2,3.3055907491603687e-06,-1.1900217427456221,1.0874311129479701e-05
NUAK2,8.203330899064896e-23,2.1751165755706534,5.494016295410319e-21
LEMD1,7.54347413861112e-05,-1.0111485511618046,0.00020028148582247287
