"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"5886","TNS1",-3.12452797158303,14.2133401295446,-17.4970590294847,1.33795277356896e-39,7.50448969416072e-37,79.4896408624162
"15479","DPP6",-4.18384068335544,5.28394740773425,-17.4968159956365,1.33996808322782e-39,7.50448969416072e-37,79.4881485039849
"13969","HOXA6",-3.39957495217977,4.84520754308338,-17.4954903105934,1.35101477073739e-39,7.50448969416072e-37,79.480007972696
"1304","CACHD1",-2.64439321607997,10.4547267626346,-17.4835760658127,1.45448423921196e-39,7.96214183819045e-37,79.4068385482293
"16834","GPIHBP1",-3.97286051336319,8.72910327166882,-17.4719498829161,1.56310942793392e-39,8.43453847313146e-37,79.3354233947504
"21095","LINC01537",-3.75449653463193,5.13037702364982,-17.4389770693482,1.91750698204674e-39,1.02011371444886e-36,79.1328046774229
"2963","UBE2T",3.07211003903583,8.52146138457835,17.4342891013309,1.97405322465631e-39,1.03561025557942e-36,79.1039874803166
"24386","SPRY2",-2.83971684065689,10.4231838900341,-17.400169755381,2.43922750353411e-39,1.24815292353971e-36,78.8941827403777
"27421","HAGHL",3.44050261383683,7.28360669791595,17.3997699059101,2.44528529974422e-39,1.24815292353971e-36,78.8917232671012
"30779","ABCA9",-4.49191987099108,8.96485144120595,-17.389123978301,2.6122411684162e-39,1.31559431217889e-36,78.8262338792529
"35191","LINC01697",-4.97046065708992,5.16117242716737,-17.3763487789725,2.82774877112653e-39,1.40539113924989e-36,78.7476300440428
"22598","TROAP",3.5669917434676,7.36183984594361,17.3635022911926,3.06244293738397e-39,1.50226746273854e-36,78.6685699598221
"292","ANGPTL7",-5.52527024691258,5.41624366946558,-17.3522996998635,3.28299542268575e-39,1.58981157827803e-36,78.5996123671629
"8150","MASP1",-4.5429481585716,6.0491172493069,-17.3268357451677,3.84540913134837e-39,1.83859232543406e-36,78.442819063396
"26559","ALDH1A2",-4.01546168188247,7.94369376990958,-17.3158780538198,4.11625995018829e-39,1.91471731236087e-36,78.3753262419565
"3856","KLHL29",-3.12999937104031,8.98761305933643,-17.315700014273,4.12081512184808e-39,1.91471731236087e-36,78.3742295193845
"2452","ATP1A2",-5.35351001275467,8.76435025238397,-17.3119366428673,4.21829311835719e-39,1.91471731236087e-36,78.3510463844989
"17610","CKS2",2.63828241670974,9.35397778319023,17.311760249951,4.22291831229396e-39,1.91471731236087e-36,78.3499597312262
"20332","LGR4-AS1",-3.10725133156129,3.71721591944824,-17.3104255180951,4.25808149524285e-39,1.91471731236087e-36,78.3417371240718
"28388","SLC6A2",-4.06019702842455,4.33983771307323,-17.2642125376647,5.67482733255608e-39,2.52175974123892e-36,78.0569257220037
"32351","SPC24",3.06542453059787,7.47735058977885,17.2599199824632,5.82832919513567e-39,2.55985639951935e-36,78.0304591442576
"27817","MYH11",-3.87994566101613,12.7377403047902,-17.256327766376,5.95998230400275e-39,2.58759139754933e-36,78.0083091449691
"2658","FMO2",-4.4506494494456,10.8606353296751,-17.2410574573845,6.55374335589802e-39,2.81304538680659e-36,77.9141355248757
"13846","LINC02587",-4.45245033079397,5.28606055359382,-17.198601519338,8.53525007043687e-39,3.62239849056788e-36,77.6521760630947
"7830","MME",-4.59182875561235,11.502416256609,-17.1914577786385,8.92336006479601e-39,3.74503507074972e-36,77.6080794887796
"30795","KCNJ16",-5.34032715050746,5.52810890936414,-17.1661965566002,1.04432852532629e-38,4.29089102416689e-36,77.4521051889446
"1787","LINC02884",-4.67059643721018,7.05524664107993,-17.1660752140525,1.04511800863961e-38,4.29089102416689e-36,77.4513558034598
"34464","TPX2",3.25270898817904,9.93007252640327,17.1583810629195,1.09641949120555e-38,4.4531136582598e-36,77.4038352355033
"10210","AC027329.1",-2.48757815545876,1.9372997693363,-17.1543071290917,1.12459756701323e-38,4.51896801076848e-36,77.3786713247927
"7023","FAM107A",-3.94921302265883,9.61495042585338,-17.0850831131343,1.73128187041204e-38,6.88357671675829e-36,76.9508234012967
"6108","HJURP",3.54378846148484,7.55563112044246,17.0828396054228,1.7556741082748e-38,6.9078460851829e-36,76.9369487831682
"33141","PPP1R14A",-2.85614417435279,8.45291450233518,-17.0761138109202,1.83088388205179e-38,7.1294995868928e-36,76.8953510476784
"4885","ECRG4",-4.95022917947413,8.11083926481222,-17.0680972053527,1.92475957000579e-38,7.41857331410801e-36,76.8457637787173
